split,xml_file,scene_id,sar_product,polarization,swath,wind_speed,wind_direction,num_ships,vessel_name,vessel_length,is_vessel,confidence,distance_to_shore
train,DB_OPENSAR_VD_1499.xml,DB_OPENSAR_DVD_1499,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.3,232.423,2,Ship_2,146.3818909,True,HIGH,9999.99
test,DB_OPENSAR_VD_15.xml,DB_OPENSAR_DVD_15,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,1,0.3,151.669,1,Ship_1,89.24282218,True,HIGH,9999.99
train,DB_OPENSAR_VD_1502.xml,DB_OPENSAR_DVD_1502,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,5.2,243.4121,4,Ship_1,,True,MEDIUM,9999.99
train,DB_OPENSAR_VD_1502.xml,DB_OPENSAR_DVD_1502,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,5.2,243.4121,4,Ship_2,84.94545604,True,HIGH,9999.99
train,DB_OPENSAR_VD_1502.xml,DB_OPENSAR_DVD_1502,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,5.2,243.4121,4,Ship_3,161.6611418,True,HIGH,8.59514
train,DB_OPENSAR_VD_1502.xml,DB_OPENSAR_DVD_1502,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,5.2,243.4121,4,Ship_4,143.232877,True,HIGH,9999.99
train,DB_OPENSAR_VD_1505.xml,DB_OPENSAR_DVD_1505,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.4,243.4103,3,Ship_1,,True,MEDIUM,9999.99
train,DB_OPENSAR_VD_1505.xml,DB_OPENSAR_DVD_1505,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.4,243.4103,3,Ship_2,196.9880722,True,HIGH,9999.99
train,DB_OPENSAR_VD_1505.xml,DB_OPENSAR_DVD_1505,S1A_IW_SLC__1SDV_20200910T053004_20200910T053034_034292_03FC65_1F7A,DV,3,4.4,243.4103,3,Ship_3,175.0098624,True,HIGH,9.89419
test,DB_OPENSAR_VD_153.xml,DB_OPENSAR_DVD_153,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,2,0.2,73.5569,1,Ship_1,,True,HIGH,9999.99
test,DB_OPENSAR_VD_164.xml,DB_OPENSAR_DVD_164,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,1,Ship_1,,True,MEDIUM,0.24397
test,DB_OPENSAR_VD_169.xml,DB_OPENSAR_DVD_169,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.5,14.4503,1,Ship_1,120.2359004,True,HIGH,9999.99
test,DB_OPENSAR_VD_175.xml,DB_OPENSAR_DVD_175,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.1,289.4758,1,Ship_1,115.02,True,HIGH,9999.99
test,DB_OPENSAR_VD_176.xml,DB_OPENSAR_DVD_176,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,1,Ship_1,,True,MEDIUM,0.06487
test,DB_OPENSAR_VD_177.xml,DB_OPENSAR_DVD_177,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,2.2,8.4319,1,Ship_1,138.9315163,True,HIGH,5.11801
test,DB_OPENSAR_VD_181.xml,DB_OPENSAR_DVD_181,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.0,1.429,3,Ship_1,,True,MEDIUM,5.25278
test,DB_OPENSAR_VD_181.xml,DB_OPENSAR_DVD_181,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.0,1.429,3,Ship_2,,True,MEDIUM,6.11614
test,DB_OPENSAR_VD_181.xml,DB_OPENSAR_DVD_181,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.0,1.429,3,Ship_3,107.66,True,HIGH,3.86155
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_1,,True,MEDIUM,3.62164
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_2,,False,HIGH,4.42746
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_3,,True,MEDIUM,3.6173
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_4,,True,MEDIUM,3.6145
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_5,,True,MEDIUM,2.68509
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_6,,True,MEDIUM,1.56181
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_7,,True,MEDIUM,1.63154
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_8,,True,MEDIUM,1.79289
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_9,,True,MEDIUM,1.90351
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_10,,True,MEDIUM,2.2164
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_11,,True,MEDIUM,2.50811
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_12,,True,MEDIUM,2.93642
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_13,,False,HIGH,2.96819
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_14,,True,MEDIUM,1.5162
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_15,,True,MEDIUM,2.34417
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_16,,True,LOW,0.50608
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_17,,True,LOW,1.20803
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_18,,True,LOW,1.05473
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_19,89.26204455,True,HIGH,3.59144
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_20,53.15976091,True,HIGH,3.97024
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_21,60.81222172,True,HIGH,3.17242
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_22,38.09104772,True,MEDIUM,0.43895
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_23,23.74108679,True,HIGH,1.39798
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_24,55.41139522,True,HIGH,1.71856
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_25,55.41176621,True,HIGH,1.95114
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_26,71.45833088,True,HIGH,2.10821
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_27,24.39097295,True,HIGH,2.3195
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_28,26.49093979,True,LOW,1.25633
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_29,58.61636655,True,MEDIUM,1.21799
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_30,57.20288305,True,MEDIUM,1.25521
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_31,,True,HIGH,2.1066
test,DB_OPENSAR_VD_187.xml,DB_OPENSAR_DVD_187,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,32,Ship_32,31.01567865,True,HIGH,2.43172
test,DB_OPENSAR_VD_192.xml,DB_OPENSAR_DVD_192,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,2,Ship_1,89.3,True,MEDIUM,0.22779
test,DB_OPENSAR_VD_192.xml,DB_OPENSAR_DVD_192,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,2,Ship_2,56.25266743,True,MEDIUM,0.05289
test,DB_OPENSAR_VD_199.xml,DB_OPENSAR_DVD_199,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,7,Ship_1,,True,LOW,1.57989
test,DB_OPENSAR_VD_199.xml,DB_OPENSAR_DVD_199,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,7,Ship_2,,True,MEDIUM,1.90905
test,DB_OPENSAR_VD_199.xml,DB_OPENSAR_DVD_199,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,7,Ship_3,,True,MEDIUM,0.36902
test,DB_OPENSAR_VD_199.xml,DB_OPENSAR_DVD_199,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,7,Ship_4,84.11706122,True,HIGH,2.75836
test,DB_OPENSAR_VD_199.xml,DB_OPENSAR_DVD_199,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,7,Ship_5,141.0092888,True,HIGH,3.9071
test,DB_OPENSAR_VD_199.xml,DB_OPENSAR_DVD_199,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,7,Ship_6,151.8054767,True,MEDIUM,1.38207
test,DB_OPENSAR_VD_199.xml,DB_OPENSAR_DVD_199,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,7,Ship_7,127.6264664,True,HIGH,3.68517
test,DB_OPENSAR_VD_201.xml,DB_OPENSAR_DVD_201,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.5,11.4405,2,Ship_1,,True,MEDIUM,9999.99
test,DB_OPENSAR_VD_201.xml,DB_OPENSAR_DVD_201,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.5,11.4405,2,Ship_2,230.5183612,True,HIGH,9999.99
test,DB_OPENSAR_VD_202.xml,DB_OPENSAR_DVD_202,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,3,Ship_1,168.0191677,True,MEDIUM,3.22401
test,DB_OPENSAR_VD_202.xml,DB_OPENSAR_DVD_202,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,3,Ship_2,51.25936223,True,MEDIUM,3.17626
test,DB_OPENSAR_VD_202.xml,DB_OPENSAR_DVD_202,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,3,Ship_3,76.85758363,True,MEDIUM,2.58619
test,DB_OPENSAR_VD_209.xml,DB_OPENSAR_DVD_209,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.6,359.4377,1,Ship_1,199.1417454,True,HIGH,9999.99
test,DB_OPENSAR_VD_213.xml,DB_OPENSAR_DVD_213,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.4,4.4277,1,Ship_1,221.2927013,True,HIGH,9999.99
test,DB_OPENSAR_VD_214.xml,DB_OPENSAR_DVD_214,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.6,347.4359,1,Ship_1,136.7472183,True,HIGH,9999.99
test,DB_OPENSAR_VD_218.xml,DB_OPENSAR_DVD_218,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.9,13.434,1,Ship_1,177.7130773,True,HIGH,9999.99
test,DB_OPENSAR_VD_222.xml,DB_OPENSAR_DVD_222,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,2.9,8.4249,1,Ship_1,169.5289918,True,HIGH,9999.99
test,DB_OPENSAR_VD_227.xml,DB_OPENSAR_DVD_227,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,2.1,3.4312,5,Ship_1,,False,LOW,9999.99
test,DB_OPENSAR_VD_227.xml,DB_OPENSAR_DVD_227,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,2.1,3.4312,5,Ship_2,169.6168962,True,HIGH,9999.99
test,DB_OPENSAR_VD_227.xml,DB_OPENSAR_DVD_227,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,2.1,3.4312,5,Ship_3,178.5379064,True,HIGH,9999.99
test,DB_OPENSAR_VD_227.xml,DB_OPENSAR_DVD_227,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,2.1,3.4312,5,Ship_4,32.56948524,True,MEDIUM,9999.99
test,DB_OPENSAR_VD_227.xml,DB_OPENSAR_DVD_227,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,2.1,3.4312,5,Ship_5,164.2256421,True,HIGH,9999.99
test,DB_OPENSAR_VD_231.xml,DB_OPENSAR_DVD_231,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.9,359.4211,6,Ship_1,,True,MEDIUM,8.99337
test,DB_OPENSAR_VD_231.xml,DB_OPENSAR_DVD_231,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.9,359.4211,6,Ship_2,204.763758,True,HIGH,9999.99
test,DB_OPENSAR_VD_231.xml,DB_OPENSAR_DVD_231,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.9,359.4211,6,Ship_3,147.2168117,True,HIGH,9999.99
test,DB_OPENSAR_VD_231.xml,DB_OPENSAR_DVD_231,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.9,359.4211,6,Ship_4,178.2235743,True,HIGH,9999.99
test,DB_OPENSAR_VD_231.xml,DB_OPENSAR_DVD_231,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.9,359.4211,6,Ship_5,29.82529778,True,HIGH,9999.99
test,DB_OPENSAR_VD_231.xml,DB_OPENSAR_DVD_231,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.9,359.4211,6,Ship_6,215.7778045,True,HIGH,8.94248
test,DB_OPENSAR_VD_232.xml,DB_OPENSAR_DVD_232,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,1.6,7.4293,4,Ship_1,17.81145206,True,HIGH,9999.99
test,DB_OPENSAR_VD_232.xml,DB_OPENSAR_DVD_232,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,1.6,7.4293,4,Ship_2,186.6976485,True,HIGH,9999.99
test,DB_OPENSAR_VD_232.xml,DB_OPENSAR_DVD_232,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,1.6,7.4293,4,Ship_3,173.4664586,True,HIGH,9999.99
test,DB_OPENSAR_VD_232.xml,DB_OPENSAR_DVD_232,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,1.6,7.4293,4,Ship_4,168.8167008,True,HIGH,9999.99
test,DB_OPENSAR_VD_235.xml,DB_OPENSAR_DVD_235,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.4,355.4202,5,Ship_1,,False,HIGH,6.42597
test,DB_OPENSAR_VD_235.xml,DB_OPENSAR_DVD_235,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.4,355.4202,5,Ship_2,179.6946156,True,HIGH,9999.99
test,DB_OPENSAR_VD_235.xml,DB_OPENSAR_DVD_235,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.4,355.4202,5,Ship_3,206.1971936,True,HIGH,9999.99
test,DB_OPENSAR_VD_235.xml,DB_OPENSAR_DVD_235,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.4,355.4202,5,Ship_4,166.4498685,True,HIGH,9.0878
test,DB_OPENSAR_VD_235.xml,DB_OPENSAR_DVD_235,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.4,355.4202,5,Ship_5,179.5742751,True,HIGH,9999.99
test,DB_OPENSAR_VD_236.xml,DB_OPENSAR_DVD_236,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,1.7,3.4284,2,Ship_1,178.8093463,True,HIGH,9999.99
test,DB_OPENSAR_VD_236.xml,DB_OPENSAR_DVD_236,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,1.7,3.4284,2,Ship_2,169.2457808,True,HIGH,9999.99
test,DB_OPENSAR_VD_237.xml,DB_OPENSAR_DVD_237,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.4,358.4719,1,Ship_1,162.7281322,True,HIGH,9999.99
test,DB_OPENSAR_VD_238.xml,DB_OPENSAR_DVD_238,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.2,72.5153,2,Ship_1,178.973521,True,HIGH,9999.99
test,DB_OPENSAR_VD_238.xml,DB_OPENSAR_DVD_238,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.2,72.5153,2,Ship_2,140.3520539,False,MEDIUM,9999.99
test,DB_OPENSAR_VD_241.xml,DB_OPENSAR_DVD_241,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.0,358.4183,3,Ship_1,176.2700595,True,HIGH,8.01426
test,DB_OPENSAR_VD_241.xml,DB_OPENSAR_DVD_241,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.0,358.4183,3,Ship_2,182.985432,True,HIGH,8.77248
test,DB_OPENSAR_VD_241.xml,DB_OPENSAR_DVD_241,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.0,358.4183,3,Ship_3,177.6434664,True,HIGH,9999.99
test,DB_OPENSAR_VD_242.xml,DB_OPENSAR_DVD_242,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.4,349.4265,3,Ship_1,190.7316336,True,HIGH,9999.99
test,DB_OPENSAR_VD_242.xml,DB_OPENSAR_DVD_242,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.4,349.4265,3,Ship_2,175.4454546,True,HIGH,9999.99
test,DB_OPENSAR_VD_242.xml,DB_OPENSAR_DVD_242,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,4.4,349.4265,3,Ship_3,185.2225959,True,HIGH,9999.99
test,DB_OPENSAR_VD_243.xml,DB_OPENSAR_DVD_243,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,0.3,46.5054,1,Ship_1,109.2589898,True,HIGH,9999.99
test,DB_OPENSAR_VD_245.xml,DB_OPENSAR_DVD_245,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.7,1.4164,5,Ship_1,168.3270618,True,HIGH,9.1587
test,DB_OPENSAR_VD_245.xml,DB_OPENSAR_DVD_245,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.7,1.4164,5,Ship_2,196.9880722,True,HIGH,9999.99
test,DB_OPENSAR_VD_245.xml,DB_OPENSAR_DVD_245,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.7,1.4164,5,Ship_3,172.1970694,True,HIGH,9999.99
test,DB_OPENSAR_VD_245.xml,DB_OPENSAR_DVD_245,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.7,1.4164,5,Ship_4,191.5344128,True,HIGH,9999.99
test,DB_OPENSAR_VD_245.xml,DB_OPENSAR_DVD_245,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.7,1.4164,5,Ship_5,33.17944128,True,HIGH,9999.99
test,DB_OPENSAR_VD_246.xml,DB_OPENSAR_DVD_246,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,2.7,6.4247,1,Ship_1,175.3683777,True,HIGH,9999.99
test,DB_OPENSAR_VD_248.xml,DB_OPENSAR_DVD_248,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,3.4,8.4155,1,Ship_1,140.9637763,True,HIGH,9.52759
test,DB_OPENSAR_VD_249.xml,DB_OPENSAR_DVD_249,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,2,Ship_1,,True,LOW,4.69404
test,DB_OPENSAR_VD_249.xml,DB_OPENSAR_DVD_249,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,DV,3,,,2,Ship_2,,True,LOW,4.7967
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_1,,False,HIGH,9999.99
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_2,,False,HIGH,9999.99
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_3,,False,HIGH,9999.99
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_4,,False,HIGH,9999.99
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_5,,False,HIGH,9.87954
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_6,,False,HIGH,9.90791
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_7,,False,HIGH,9999.99
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_8,,False,HIGH,9999.99
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_9,,False,HIGH,9999.99
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_10,,True,LOW,9999.99
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_11,,False,HIGH,9999.99
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_12,,False,HIGH,9999.99
train,DB_OPENSAR_VD_269.xml,DB_OPENSAR_DVD_269,S1A_IW_SLC__1SDV_20200407T052956_20200407T053026_032017_03B2E2_18FA,DV,1,1.0,278.6638,18,Ship_13,,True,MEDIUM,9999.99
